show_id,type,title,director,date_added,release_year,rating,duration,listed_in,Platform
s5141,Movie,DreamWorks Home: For the Holidays,,"December 1, 2017",2017,6.6,46 min,"Children & Family Movies, Comedies, Music & Musicals",Netflix
s5142,TV Show,Kantaro: The Sweet Tooth Salaryman,,"December 1, 2017",2017,7.5,1 Season,"International TV Shows, TV Comedies",Netflix
s5143,Movie,Monster Island,Leopoldo Aguilar,"December 1, 2017",2017,6.1,81 min,Children & Family Movies,Netflix
s5144,Movie,My Happy Family,"Nana Ekvtimishvili, Simon Gross","December 1, 2017",2017,7.4,119 min,"Dramas, Independent Movies, International Movies",Netflix
s5145,TV Show,Oggy and the Cockroaches,Olivier Jean-Marie,"December 1, 2017",2017,5.8,1 Season,"Kids' TV, TV Comedies",Netflix
s5146,TV Show,Padamu Aku Bersujud,,"December 1, 2017",2015,,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
s5147,Movie,The Worthy,Ali F. Mostafa,"December 1, 2017",2016,5.1,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers",Netflix
s5148,TV Show,TURN: Washington's Spies,,"December 1, 2017",2017,8.1,4 Seasons,TV Dramas,Netflix
s5149,Movie,Voyeur,"Myles Kane, Josh Koury","December 1, 2017",2017,5.5,96 min,Documentaries,Netflix
s5150,TV Show,Man Down,,"November 30, 2017",2017,7.6,4 Seasons,"British TV Shows, International TV Shows, TV Comedies",Netflix
s5151,TV Show,Broadchurch,,"November 27, 2017",2017,8.3,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",Netflix
s5152,Movie,Poster Boys,Shreyas Talpade,"November 27, 2017",2017,5.4,128 min,"Comedies, International Movies",Netflix
s5153,Movie,Cuba and the Cameraman,Jon Alpert,"November 24, 2017",2017,8.2,114 min,Documentaries,Netflix
s5154,Movie,The Girl from the Song,Ibai Abad,"November 24, 2017",2016,5.6,101 min,"Dramas, Independent Movies, International Movies",Netflix
s5155,TV Show,The Many Faces of Ito,,"November 24, 2017",2017,6.3,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
s5156,TV Show,Trailer Park Boys: Out of the Park: USA,,"November 24, 2017",2017,7.0,1 Season,"International TV Shows, TV Comedies",Netflix
s5157,TV Show,Bright: The Music Videos,David Ayer,"November 23, 2017",2017,8.8,1 Season,TV Shows,Netflix
s5158,TV Show,Argon,,"November 22, 2017",2017,6.9,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",Netflix
s5159,Movie,Barbra: The Music ... The Mem'ries ... The Magic!,"Barbra Streisand, Jim Gable","November 22, 2017",2017,7.5,109 min,Music & Musicals,Netflix
s5160,TV Show,Godless,,"November 22, 2017",2017,8.2,1 Season,TV Dramas,Netflix
s5161,Movie,Beat Bugs: All Together Now,Josh Wakely,"November 21, 2017",2017,6.5,51 min,"Children & Family Movies, Music & Musicals",Netflix
s5162,Movie,Brian Regan: Nunchucks and Flamethrowers,Troy Miller,"November 21, 2017",2017,6.4,61 min,Stand-Up Comedy,Netflix
s5163,Movie,Saving Capitalism,Jacob Kornbluth,"November 21, 2017",2017,6.8,73 min,Documentaries,Netflix
s5164,Movie,A Christmas Prince,Alex Zamm,"November 17, 2017",2017,5.8,92 min,"Children & Family Movies, Dramas, Romantic Movies",Netflix
s5165,Movie,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,"November 17, 2017",2017,7.6,94 min,Documentaries,Netflix
s5166,TV Show,Longmire,,"November 17, 2017",2017,8.3,6 Seasons,"Crime TV Shows, TV Dramas",Netflix
s5167,TV Show,Luna Petunia,,"November 17, 2017",2017,6.3,3 Seasons,Kids' TV,Netflix
s5168,Movie,Mudbound,Dee Rees,"November 17, 2017",2017,7.4,135 min,"Dramas, Independent Movies",Netflix
s5169,TV Show,Shot in the Dark,,"November 17, 2017",2017,7.3,1 Season,Reality TV,Netflix
s5170,TV Show,The Irregular at Magic High School,,"November 15, 2017",2014,7.0,1 Season,"Anime Series, International TV Shows, Teen TV Shows",Netflix
s5171,TV Show,The Method,,"November 15, 2017",2015,8.2,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
s5172,Movie,DeRay Davis: How to Act Black,Marcus Raboy,"November 14, 2017",2017,6.2,66 min,Stand-Up Comedy,Netflix
s5173,Movie,Bon Cop Bad Cop 2,Alain Desrochers,"November 11, 2017",2017,6.6,126 min,"Action & Adventure, Comedies, International Movies",Netflix
s5174,TV Show,Blazing Transfer Students,,"November 10, 2017",2017,6.6,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",Netflix
s5175,TV Show,Glitter Force Doki Doki,Go Koga,"November 10, 2017",2017,6.4,2 Seasons,"Anime Series, Kids' TV",Netflix
s5176,TV Show,Lady Dynamite,,"November 10, 2017",2017,7.4,2 Seasons,TV Comedies,Netflix
s5177,Movie,Mea Culpa,"Raúl Campos, Jan Suter","November 10, 2017",2017,4.2,54 min,Stand-Up Comedy,Netflix
s5178,Movie,The Killer,Marcelo Galvão,"November 10, 2017",2017,6.7,100 min,"Action & Adventure, International Movies",Netflix
s5179,TV Show,Fate/Apocrypha,,"November 7, 2017",2017,6.6,2 Seasons,"Anime Series, International TV Shows",Netflix
s5180,Movie,Jerry Seinfeld: Comedian,Christian Charles,"November 7, 2017",2002,6.9,81 min,Documentaries,Netflix
s5181,TV Show,Project Mc²,,"November 7, 2017",2017,6.2,6 Seasons,Kids' TV,Netflix
s5182,Movie,The Journey Is the Destination,Bronwen Hughes,"November 7, 2017",2016,6.4,123 min,Dramas,Netflix
s5183,Movie,Let It Fall: Los Angeles 1982-1992,John Ridley,"November 6, 2017",2017,7.8,144 min,Documentaries,Netflix
s5184,Movie,Mubarakan,Anees Bazmee,"November 5, 2017",2017,5.6,153 min,"Comedies, Dramas, International Movies",Netflix
s5185,TV Show,Akulah Balqis,Pali Yahya,"November 3, 2017",2015,,1 Season,"International TV Shows, TV Dramas",Netflix
s5186,TV Show,Alias Grace,,"November 3, 2017",2017,7.6,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
s5187,Movie,Bandie,Alo Sarkar,"November 1, 2017",1978,4.4,141 min,"Action & Adventure, Dramas, International Movies",Netflix
s5188,Movie,Getaway Plan,Iñaki Dorronsoro,"November 1, 2017",2016,,104 min,"International Movies, Thrillers",Netflix
s5189,Movie,Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed","November 1, 2017",2016,2.0,97 min,"Action & Adventure, Dramas, International Movies",Netflix
s5190,Movie,Pettersson and Findus 2,Ali Samadi Ahadi,"November 1, 2017",2016,5.5,82 min,"Children & Family Movies, Comedies",Netflix
s5191,Movie,The Bittersweet,D Ho,"November 1, 2017",2017,7.5,98 min,"Action & Adventure, Dramas, International Movies",Netflix
s5192,TV Show,The Family Court,,"November 1, 2017",2010,,1 Season,"International TV Shows, TV Dramas",Netflix
s5193,TV Show,The Golden Path,,"November 1, 2017",2007,7.3,1 Season,"International TV Shows, TV Dramas",Netflix
s5194,TV Show,The Little Nyonya,,"November 1, 2017",2009,7.2,1 Season,"International TV Shows, TV Dramas",Netflix
s5195,TV Show,The Truth,,"November 1, 2017",2008,6.4,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Netflix
s5196,TV Show,Together,,"November 1, 2017",2009,6.0,1 Season,"International TV Shows, TV Dramas",Netflix
s5197,Movie,Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,"October 31, 2017",2017,7.8,84 min,Stand-Up Comedy,Netflix
s5198,Movie,The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,"October 31, 2017",2016,6.7,76 min,Documentaries,Netflix
s5199,Movie,SPF-18,Alex Israel,"October 30, 2017",2017,3.2,75 min,"Dramas, Romantic Movies, Sports Movies",Netflix
s5200,Movie,Pup Star: Better 2Gether,Robert Vince,"October 28, 2017",2017,4.4,93 min,"Children & Family Movies, Comedies",Netflix
s5201,TV Show,Beyond Stranger Things,,"October 27, 2017",2017,7.4,1 Season,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy",Netflix
s5202,Movie,Joan Didion: The Center Will Not Hold,Griffin Dunne,"October 27, 2017",2017,7.5,98 min,Documentaries,Netflix
s5203,Movie,Strange Weather,Katherine Dieckmann,"October 26, 2017",2016,6.0,91 min,"Dramas, Independent Movies",Netflix
s5204,Movie,The Hateful Eight,Quentin Tarantino,"October 25, 2017",2015,7.8,168 min,"Action & Adventure, Thrillers",Netflix
s5205,Movie,Jack Whitehall: At Large,Brian Klein,"October 24, 2017",2017,6.9,68 min,Stand-Up Comedy,Netflix
s5206,TV Show,The Mist,,"October 24, 2017",2017,7.1,1 Season,"TV Dramas, TV Horror, TV Mysteries",Netflix
s5207,TV Show,W1A,,"October 24, 2017",2017,7.8,3 Seasons,"British TV Shows, TV Comedies",Netflix
s5208,Movie,1922,Zak Hilditch,"October 20, 2017",2017,6.2,103 min,"Dramas, Thrillers",Netflix
s5209,TV Show,Haters Back Off,,"October 20, 2017",2017,5.9,2 Seasons,"TV Comedies, Teen TV Shows",Netflix
s5210,Movie,One of Us,"Heidi Ewing, Rachel Grady","October 20, 2017",2017,6.9,95 min,Documentaries,Netflix
s5211,TV Show,The Day I Met El Chapo,,"October 20, 2017",2017,6.8,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Netflix
s5212,Movie,Wheelman,Jeremy Rush,"October 20, 2017",2017,6.4,82 min,Action & Adventure,Netflix
s5213,Movie,Wedding Unplanned,Reem Kherici,"October 19, 2017",2017,6.1,94 min,"Comedies, International Movies, Romantic Movies",Netflix
s5214,Movie,Patton Oswalt: Annihilation,Bobcat Goldthwait,"October 17, 2017",2017,7.2,66 min,Stand-Up Comedy,Netflix
s5215,Movie,Baadshaho,Milan Luthria,"October 16, 2017",2017,4.9,135 min,"Action & Adventure, International Movies",Netflix
s5216,TV Show,In Laws,,"October 16, 2017",2016,7.3,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
s5217,TV Show,Laws of Attraction,,"October 16, 2017",2012,5.9,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
s5218,Movie,Lucknow Central,Ranjit Tiwari,"October 16, 2017",2017,6.2,144 min,"Dramas, International Movies, Music & Musicals",Netflix
s5219,Movie,Belief: The Possession of Janet Moses,David Stubbs,"October 15, 2017",2015,5.7,90 min,"Documentaries, International Movies",Netflix
s5220,TV Show,Seven and Me,,"October 15, 2017",2017,6.7,1 Season,Kids' TV,Netflix
s5221,Movie,Singapore,Shakti Samanta,"October 15, 2017",1960,6.4,158 min,"Comedies, Dramas, International Movies",Netflix
s5222,TV Show,West Coast Customs,,"October 15, 2017",2015,5.9,6 Seasons,"Docuseries, Reality TV",Netflix
s5223,Movie,Blessed Benefit,Mahmoud al Massad,"October 13, 2017",2016,6.5,83 min,"Comedies, Dramas, International Movies",Netflix
s5224,Movie,Clair Obscur,Yesim Ustaoglu,"October 13, 2017",2016,9.7,102 min,"Dramas, International Movies",Netflix
s5225,Movie,"El Especial de Alex Fernández, el Especial",Jan Suter,"October 13, 2017",2017,6.8,52 min,Stand-Up Comedy,Netflix
s5226,Movie,Kingdom of Us,Lucy Cohen,"October 13, 2017",2017,7.0,110 min,Documentaries,Netflix
s5227,Movie,The Babysitter,McG,"October 13, 2017",2017,6.4,85 min,"Comedies, Horror Movies",Netflix
s5228,Movie,The Meyerowitz Stories (New and Selected),Noah Baumbach,"October 13, 2017",2017,6.9,113 min,"Comedies, Dramas, Independent Movies",Netflix
s5229,Movie,Barakah Meets Barakah,Mahmoud Sabbagh,"October 12, 2017",2016,6.2,88 min,"Comedies, International Movies, Romantic Movies",Netflix
s5230,Movie,Bomb Scared,Borja Cobeaga,"October 12, 2017",2017,5.7,89 min,"Comedies, Independent Movies, International Movies",Netflix
s5231,Movie,Christina P: Mother Inferior,Jay Karas,"October 10, 2017",2017,6.3,59 min,Stand-Up Comedy,Netflix
s5232,TV Show,ID-0,,"October 6, 2017",2017,6.0,1 Season,"Anime Series, International TV Shows",Netflix
s5233,TV Show,Kibaoh Klashers,,"October 6, 2017",2017,7.5,2 Seasons,Kids' TV,Netflix
s5234,Movie,The Death and Life of Marsha P. Johnson,David France,"October 6, 2017",2017,7.2,106 min,"Documentaries, LGBTQ Movies",Netflix
s5235,Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,"October 3, 2017",2017,4.7,66 min,Stand-Up Comedy,Netflix
s5236,Movie,26 Years,Geun-hyun Cho,"October 1, 2017",2012,6.2,135 min,"Dramas, International Movies, Thrillers",Netflix
s5237,TV Show,Beyblade Burst,,"October 1, 2017",2016,6.9,1 Season,"Anime Series, Kids' TV",Netflix
s5238,TV Show,Equestria Girls: Tales of Canterlot High,,"October 1, 2017",2017,7.4,1 Season,"Kids' TV, TV Comedies",Netflix
s5239,Movie,For Your Own Good,Carlos Therón,"October 1, 2017",2017,,93 min,"Comedies, International Movies",Netflix
s5240,Movie,Franca: Chaos and Creation,Francesco Carrozzini,"October 1, 2017",2016,7.5,79 min,"Documentaries, International Movies",Netflix
s5241,Movie,Generation Iron 2,Vlad Yudin,"October 1, 2017",2017,6.1,107 min,"Documentaries, Sports Movies",Netflix
s5242,Movie,Ghost Patrol,Karen J. Lloyd,"October 1, 2017",2016,4.5,47 min,"Children & Family Movies, Comedies",Netflix
s5243,TV Show,Justice in the City,,"October 1, 2017",2012,,1 Season,"International TV Shows, TV Dramas",Netflix
s5244,TV Show,Noddy Toyland Detective,,"October 1, 2017",2016,5.9,2 Seasons,Kids' TV,Netflix
s5245,TV Show,Star Trek: Enterprise,,"October 1, 2017",2004,7.6,4 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix
s5246,TV Show,Star Trek: Voyager,,"October 1, 2017",2000,7.9,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix
s5247,TV Show,Sudden,,"October 1, 2017",2013,6.6,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
s5248,TV Show,The Dream Catchers,,"October 1, 2017",2009,,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
s5249,Movie,The Lion Woman,Vibeke Idsøe,"October 1, 2017",2016,6.7,118 min,"Dramas, International Movies",Netflix
s5250,Movie,Verónica,"Carlos Algara, Alejandro Martinez-Beltran","October 1, 2017",2017,8.3,81 min,"Dramas, Independent Movies, International Movies",Netflix
s5251,TV Show,What She Put on the Table,,"October 1, 2017",2017,7.1,1 Season,"International TV Shows, TV Dramas",Netflix
s5252,TV Show,The Royal House of Windsor,,"September 30, 2017",2017,7.3,1 Season,"British TV Shows, Docuseries, International TV Shows",Netflix
s5253,Movie,Gerald's Game,Mike Flanagan,"September 29, 2017",2017,6.5,103 min,"Horror Movies, Thrillers",Netflix
s5254,Movie,Long Shot,Jacob LaMendola,"September 29, 2017",2017,6.8,40 min,Documentaries,Netflix
s5255,TV Show,Mak Cun,,"September 29, 2017",2015,6.7,1 Season,"International TV Shows, TV Comedies, TV Dramas",Netflix
s5256,Movie,Our Souls at Night,Ritesh Batra,"September 29, 2017",2017,6.9,103 min,"Dramas, Romantic Movies",Netflix
s5257,Movie,Out of Thin Air,Dylan Howitt,"September 29, 2017",2017,6.3,85 min,"Documentaries, International Movies",Netflix
s5258,TV Show,Paul Hollywood's Big Continental Road Trip,,"September 29, 2017",2017,7.4,1 Season,"British TV Shows, Docuseries, International TV Shows",Netflix
s5259,TV Show,Real Rob,,"September 29, 2017",2017,6.3,2 Seasons,TV Comedies,Netflix
s5260,TV Show,Satu Hari,,"September 29, 2017",2014,6.4,1 Season,"International TV Shows, TV Dramas",Netflix
s5261,Movie,Much Loved,Nabil Ayouch,"September 27, 2017",2015,6.2,104 min,"Dramas, Independent Movies, International Movies",Netflix
s5262,Movie,Def Comedy Jam 25,Louis J. Horvitz,"September 26, 2017",2017,6.6,82 min,Stand-Up Comedy,Netflix
s5263,TV Show,Terrace House: Aloha State,,"September 26, 2017",2017,7.4,4 Seasons,"International TV Shows, Reality TV",Netflix
s5264,TV Show,Dark Matter,,"September 25, 2017",2017,7.7,3 Seasons,"TV Sci-Fi & Fantasy, TV Thrillers",Netflix
s5265,Movie,Swearnet: The Movie,Warren P. Sonoda,"September 24, 2017",2014,6.0,112 min,"Comedies, International Movies",Netflix
s5266,Movie,The Bar,Álex de la Iglesia,"September 24, 2017",2017,6.3,102 min,"Comedies, Horror Movies, International Movies",Netflix
s5267,Movie,Gaga: Five Foot Two,Chris Moukarbel,"September 22, 2017",2017,7.0,101 min,"Documentaries, Music & Musicals",Netflix
s5268,Movie,The Bad Batch,Ana Lily Amirpour,"September 22, 2017",2016,7.8,119 min,"Dramas, Independent Movies, Thrillers",Netflix
s5269,Movie,Jerry Before Seinfeld,Michael Bonfiglio,"September 19, 2017",2017,7.0,62 min,Stand-Up Comedy,Netflix
s5270,Movie,Barbie Dolphin Magic,Conrad Helten,"September 18, 2017",2017,5.6,64 min,Children & Family Movies,Netflix
s5271,Movie,First They Killed My Father,Angelina Jolie,"September 15, 2017",2017,7.2,137 min,Dramas,Netflix
s5272,Movie,Strong Island,Yance Ford,"September 15, 2017",2017,6.4,108 min,Documentaries,Netflix
s5273,TV Show,VeggieTales in the City,,"September 15, 2017",2017,4.8,2 Seasons,Kids' TV,Netflix
s5274,Movie,Ghost of the Mountains,Ben Wallis,"September 13, 2017",2017,7.0,78 min,"Children & Family Movies, Documentaries",Netflix
s5275,TV Show,Offspring,,"September 13, 2017",2017,8.3,7 Seasons,"TV Comedies, TV Dramas",Netflix
s5276,Movie,Heroin(e),Elaine McMillion Sheldon,"September 12, 2017",2017,6.8,40 min,Documentaries,Netflix
s5277,Movie,Jeff Dunham: Relative Disaster,Michael Simon,"September 12, 2017",2017,6.4,71 min,Stand-Up Comedy,Netflix
s5278,Movie,#realityhigh,Fernando Lebrija,"September 8, 2017",2017,5.1,99 min,Comedies,Netflix
s5279,TV Show,Apaches,,"September 8, 2017",2016,5.3,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix
s5280,Movie,Fabrizio Copano: Solo pienso en mi,"Rodrigo Toro, Francisco Schultz","September 8, 2017",2017,4.9,60 min,Stand-Up Comedy,Netflix
s5281,TV Show,Fire Chasers,,"September 8, 2017",2017,6.6,1 Season,"Docuseries, Science & Nature TV",Netflix
s5282,Movie,Joaquín Reyes: Una y no más,José Miguel Contreras,"September 8, 2017",2017,6.2,78 min,Stand-Up Comedy,Netflix
s5283,Movie,Carrie Pilby,Susan Johnson,"September 5, 2017",2016,6.7,98 min,"Comedies, Dramas",Netflix
s5284,Movie,Marc Maron: Too Real,Lynn Shelton,"September 5, 2017",2017,7.2,70 min,Stand-Up Comedy,Netflix
s5285,TV Show,No Tomorrow,,"September 5, 2017",2016,5.3,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",Netflix
s5286,TV Show,Reign,,"September 5, 2017",2017,7.5,4 Seasons,TV Dramas,Netflix
s5287,TV Show,Frequency,,"September 4, 2017",2016,7.4,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Netflix
s5288,TV Show,The Vampire Diaries,,"September 4, 2017",2016,7.7,8 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",Netflix
s5289,TV Show,A Boy Name Flora A,,"September 1, 2017",2017,7.4,1 Season,"International TV Shows, TV Comedies, TV Dramas",Netflix
s5290,TV Show,A House of Blocks,,"September 1, 2017",2017,,1 Season,"International TV Shows, TV Dramas, TV Horror",Netflix
s5291,Movie,Aakhri Adaalat,Rajiv Mehra,"September 1, 2017",1988,5.1,148 min,"Action & Adventure, International Movies",Netflix
s5292,Movie,"Alias JJ, la celebridad del mal",,"September 1, 2017",2017,,54 min,"Documentaries, International Movies",Netflix
s5293,Movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,"September 1, 2017",2012,,92 min,"Action & Adventure, Anime Features, International Movies",Netflix
s5294,Movie,Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,"September 1, 2017",2013,7.8,107 min,"Action & Adventure, Anime Features, International Movies",Netflix
s5295,Movie,Brother's Shadow,Todd S. Yellin,"September 1, 2017",2006,,90 min,"Dramas, Independent Movies",Netflix
s5296,Movie,Chadi Jawani Budhe Nu,,"September 1, 2017",1976,4.5,135 min,"Comedies, International Movies, Romantic Movies",Netflix
s5297,Movie,Ek Jaan Hain Hum,Rajiv Mehra,"September 1, 2017",1983,5.5,151 min,"Dramas, International Movies, Music & Musicals",Netflix
s5298,TV Show,FINAL FANTASY XIV Dad of Light,,"September 1, 2017",2017,7.1,1 Season,"International TV Shows, TV Dramas",Netflix
s5299,TV Show,Gurren Lagann,,"September 1, 2017",2007,8.3,1 Season,"Anime Series, International TV Shows",Netflix
s5300,TV Show,High Risk,,"September 1, 2017",1988,6.1,1 Season,"Docuseries, Reality TV",Netflix
